역,순위,식당명,카테고리,대표메뉴(추정),음식프로필,추천_위스키종류,대안_위스키종류,예시보틀(후속),예시보틀_가격,서빙,페어링근거,위스키신호,네이버지도,대표사진,confidence
강남역,38,꼰대김부장고깃집 강남역점,"고깃집, 삼겹살",삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EA%BC%B0%EB%8C%80%EA%B9%80%EB%B6%80%EC%9E%A5%EA%B3%A0%EA%B9%83%EC%A7%91%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260514104845138_photo_2d066cb6f712.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,39,한와담 블랙 강남N타워점,"한우, 소고기",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%95%9C%EC%99%80%EB%8B%B4%20%EB%B8%94%EB%9E%99%20%EA%B0%95%EB%82%A8N%ED%83%80%EC%9B%8C%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251130124138_photo1_e884e62a1ff7.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,40,우륵,"고깃집, 생갈비",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%9A%B0%EB%A5%B5,https://d12zq4w4guyljn.cloudfront.net/300_300_20260307035249_photo1_5ea5390af79d.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,41,이여곰탕 역삼점,곰탕,국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EC%9D%B4%EC%97%AC%EA%B3%B0%ED%83%95%20%EC%97%AD%EC%82%BC%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250507010200419_photo_00ef32c0aa97.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,42,일편등심 강남점,"한우, 꽃살",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%9D%BC%ED%8E%B8%EB%93%B1%EC%8B%AC%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20240808122127582_photo_f1ea2e035470.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,43,청기와타운 강남점,"왕갈비, 고기집",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%B2%AD%EA%B8%B0%EC%99%80%ED%83%80%EC%9A%B4%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250910042436_photo1_de852125a1e1.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,44,파브란트,"레스토랑, 파스타",파스타·피자·리조또 (양식),양식·파스타·피자,스페이사이드(과일몰트),재패니즈(하이볼),글렌피딕 12년,"59,000원~84,800원",니트 또는 하이볼,"토마토·치즈·크림의 산미와 감칠맛에는 글렌피딕의 가벼운 배·사과향이 식사주로 무난하고, 하이볼로 내면 가벼운 식전·식중주가 된다(과일향 매칭).",,https://map.naver.com/p/search/%ED%8C%8C%EB%B8%8C%EB%9E%80%ED%8A%B8,https://d12zq4w4guyljn.cloudfront.net/300_300_20251130081255_photo1_311569ff0135.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,45,우슬 역삼점,"장어, 소고기",장어구이 (단짠 양념·기름),장어·양념구이,피트(스모키),버번,탈리스커 10년,"69,800원",하이볼 또는 니트,"장어 양념구이의 단짠 소스와 기름진 살에는 탈리스커의 후추·바다향 훈연이 대비를 주며 느끼함을 끊고, 대안 버번의 옥수수 단맛은 양념과 결이 맞는다(지방절단·대비).",,https://map.naver.com/p/search/%EC%9A%B0%EC%8A%AC%20%EC%97%AD%EC%82%BC%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260201061643_photo1_5ea5390af79d.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,46,담뿍화로 된장찌개,"삼겹살, 된장찌개",삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EB%8B%B4%EB%BF%8D%ED%99%94%EB%A1%9C%20%EB%90%9C%EC%9E%A5%EC%B0%8C%EA%B0%9C,https://d12zq4w4guyljn.cloudfront.net/300_300_20231208092426454_photo_322a34c010ca.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,47,사유의서재,"파스타, 양식",파스타·피자·리조또 (양식),양식·파스타·피자,스페이사이드(과일몰트),재패니즈(하이볼),글렌피딕 12년,"59,000원~84,800원",니트 또는 하이볼,"토마토·치즈·크림의 산미와 감칠맛에는 글렌피딕의 가벼운 배·사과향이 식사주로 무난하고, 하이볼로 내면 가벼운 식전·식중주가 된다(과일향 매칭).",,https://map.naver.com/p/search/%EC%82%AC%EC%9C%A0%EC%9D%98%EC%84%9C%EC%9E%AC,https://d12zq4w4guyljn.cloudfront.net/300_300_20241018085728_photo1_25ca19551d0e.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,48,비어룸,"수제맥주, 술집",수제맥주·술집 (가벼운 안주),수제맥주·술집,버번,블렌디드(하이볼),짐빔 화이트,"22,000원~27,980원",하이볼 또는 보일러메이커,"펍 안주와 맥주 곁들임에는 짐빔 하이볼이 가볍고, 맥주+위스키(보일러메이커)로도 부담 없이 즐길 수 있다(가벼운 곁들임).",,https://map.naver.com/p/search/%EB%B9%84%EC%96%B4%EB%A3%B8,https://d12zq4w4guyljn.cloudfront.net/300_300_20240530064024_photo1_61bcad9bba7b.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,49,우나기칸 강남점,"일식당, 스시",모듬회·사시미·스시 (담백한 생선),회·사시미·스시(담백),코스탈(해안 몰트),스페이사이드(과일몰트),클라이넬리시 14년,"79,400원~84,800원",하이볼 또는 니트(소량),"섬세한 흰살·붉은살 생선의 감칠맛을 덮지 않도록 피트 없는 경량 몰트가 정답. 클라이넬리시의 해풍·왁시한 질감이 회의 바다향과 동조하고, 대안 글렌리벳은 사과·꽃향으로 입을 가볍게 정리한다(담백함 보존).",,https://map.naver.com/p/search/%EC%9A%B0%EB%82%98%EA%B8%B0%EC%B9%B8%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250303063921321_photo_a0fababd222c.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,50,땅코참숯구이 강남역직영점,"삼겹살, 목살",삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EB%95%85%EC%BD%94%EC%B0%B8%EC%88%AF%EA%B5%AC%EC%9D%B4%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260331085506_photo1_bb647b96c7e3.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,51,먼데이블루스,"와인바, 레스토랑",파스타·피자·리조또 (양식),양식·파스타·피자,스페이사이드(과일몰트),재패니즈(하이볼),글렌피딕 12년,"59,000원~84,800원",니트 또는 하이볼,"토마토·치즈·크림의 산미와 감칠맛에는 글렌피딕의 가벼운 배·사과향이 식사주로 무난하고, 하이볼로 내면 가벼운 식전·식중주가 된다(과일향 매칭).",있음,https://map.naver.com/p/search/%EB%A8%BC%EB%8D%B0%EC%9D%B4%EB%B8%94%EB%A3%A8%EC%8A%A4,https://d12zq4w4guyljn.cloudfront.net/300_300_20250814080009563_photo_71a47f60aa5d.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,52,진씨화로,"한우, 소고기",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%A7%84%EC%94%A8%ED%99%94%EB%A1%9C,https://d12zq4w4guyljn.cloudfront.net/300_300_20250831023413028_photo_ba616760f4e0.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,53,밤별 포차 라운지 본점,"어향가지, 동파육",짜장·동파육·어향 (기름진 중식),중식(기름진 볶음),블렌디드(하이볼),버번,발렌타인 파이니스트,"25,000원~30,000원",하이볼,기름진 볶음·소스 중식에는 하이볼 탄산이 느끼함을 정리한다. 가벼운 블렌디드(발렌타인) 베이스가 음식의 풍미를 누르지 않는다(지방절단).,,https://map.naver.com/p/search/%EB%B0%A4%EB%B3%84%20%ED%8F%AC%EC%B0%A8%20%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250611180029_photo1_bec06ee6c4b3.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,54,이자카야 고코,"이자카야, 술집",이자카야·사케·라멘 (일식 주점),이자카야·사케·라멘(일식주점),재패니즈(하이볼),스페이사이드(과일몰트),산토리 가쿠빈,"32,980원~39,800원",하이볼,야키토리·꼬치·라멘 등 기름지고 짭짤한 일식 주점 안주에는 일본식 하이볼(가쿠빈)이 정석이다. 탄산이 기름을 끊고 가볍게 이어 마실 수 있다(지방절단·문화적 정합).,,https://map.naver.com/p/search/%EC%9D%B4%EC%9E%90%EC%B9%B4%EC%95%BC%20%EA%B3%A0%EC%BD%94,https://d12zq4w4guyljn.cloudfront.net/300_300_20260303072105_photo1_8e429f174c82.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,55,로즈할인마트,와인바,와인바·샴페인 (안주+식후주),와인바·샴페인(디제스티프),셰리,스페이사이드(과일몰트),발베니 12년 더블우드,"96,800원~99,000원",니트(식후),와인바의 치즈·차콘류 안주와 식후 한 잔에는 발베니 더블우드의 셰리·꿀·오크가 디저트처럼 마무리된다(디제스티프).,있음,https://map.naver.com/p/search/%EB%A1%9C%EC%A6%88%ED%95%A0%EC%9D%B8%EB%A7%88%ED%8A%B8,https://d12zq4w4guyljn.cloudfront.net/300_300_20250902070853_menu1_9773ba5d6efe.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,56,베네티,레스토랑,파스타·피자·리조또 (양식),양식·파스타·피자,스페이사이드(과일몰트),재패니즈(하이볼),글렌피딕 12년,"59,000원~84,800원",니트 또는 하이볼,"토마토·치즈·크림의 산미와 감칠맛에는 글렌피딕의 가벼운 배·사과향이 식사주로 무난하고, 하이볼로 내면 가벼운 식전·식중주가 된다(과일향 매칭).",,https://map.naver.com/p/search/%EB%B2%A0%EB%84%A4%ED%8B%B0,https://d12zq4w4guyljn.cloudfront.net/300_300_20260507094738_photo1_6fba47a312f9.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,57,청기와타운 역삼점,돼지갈비,삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EC%B2%AD%EA%B8%B0%EC%99%80%ED%83%80%EC%9A%B4%20%EC%97%AD%EC%82%BC%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250627123030978_photo_00ef32c0aa97.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,58,군선생 강남점,"생선구이, 고등어구이",고등어·생선구이 (기름진 등푸른생선),등푸른생선·생선구이,피트(스모키),코스탈(해안 몰트),탈리스커 10년,"69,800원",니트 또는 하이볼,구운 등푸른생선의 기름과 바다향에는 탈리스커의 해풍·후추·옅은 훈연이 동조하며 비린맛을 정리한다(바다향 동조·지방절단).,,https://map.naver.com/p/search/%EA%B5%B0%EC%84%A0%EC%83%9D%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260518100841587_photo_83f109372972.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,59,푸에르코 역삼,"고깃집, 이베리코",삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%ED%91%B8%EC%97%90%EB%A5%B4%EC%BD%94%20%EC%97%AD%EC%82%BC,https://d12zq4w4guyljn.cloudfront.net/300_300_20250507010502777_photo_00ef32c0aa97.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,60,회판장 강남점,"횟집, 숙성회",모듬회·사시미·스시 (담백한 생선),회·사시미·스시(담백),코스탈(해안 몰트),스페이사이드(과일몰트),클라이넬리시 14년,"79,400원~84,800원",하이볼 또는 니트(소량),"섬세한 흰살·붉은살 생선의 감칠맛을 덮지 않도록 피트 없는 경량 몰트가 정답. 클라이넬리시의 해풍·왁시한 질감이 회의 바다향과 동조하고, 대안 글렌리벳은 사과·꽃향으로 입을 가볍게 정리한다(담백함 보존).",,https://map.naver.com/p/search/%ED%9A%8C%ED%8C%90%EC%9E%A5%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260424092256_photo1_54d3102e8d2f.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,61,노란상소갈비 강남직영점,"소갈비, 생갈비",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EB%85%B8%EB%9E%80%EC%83%81%EC%86%8C%EA%B0%88%EB%B9%84%20%EA%B0%95%EB%82%A8%EC%A7%81%EC%98%81%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20230825150920_photo1_8847da7f1f72.jpg,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,62,화설 강남점,"한우, 흑우",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%99%94%EC%84%A4%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251026073200_photo1_c18fa0a19719.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,63,육미당 몽산,"소고기, 고기집",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%9C%A1%EB%AF%B8%EB%8B%B9%20%EB%AA%BD%EC%82%B0,https://d12zq4w4guyljn.cloudfront.net/300_300_20240115043600616_photo_dc5ead075dce.jpg,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,64,푸에르코 강남 WEST,"고깃집, 한우",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%91%B8%EC%97%90%EB%A5%B4%EC%BD%94%20%EA%B0%95%EB%82%A8%20WEST,https://d12zq4w4guyljn.cloudfront.net/300_300_20260404110604579_photo_8896e61dfa71.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,65,송추가마골 인어반 강남점,갈비탕,국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EC%86%A1%EC%B6%94%EA%B0%80%EB%A7%88%EA%B3%A8%20%EC%9D%B8%EC%96%B4%EB%B0%98%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250703051822_photo1_d469df0a36f6.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,66,그릴640,고깃집,삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EA%B7%B8%EB%A6%B4640,https://d12zq4w4guyljn.cloudfront.net/300_300_20251012064717_photo1_c18fa0a19719.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,67,든든아구 강남본점,"아구찜, 아구수육",국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EB%93%A0%EB%93%A0%EC%95%84%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260219083343_photo1_2483f18cd56e.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,68,아카사카일식 강남역본점,"복어, 복국",모듬회·사시미·스시 (담백한 생선),회·사시미·스시(담백),코스탈(해안 몰트),스페이사이드(과일몰트),클라이넬리시 14년,"79,400원~84,800원",하이볼 또는 니트(소량),"섬세한 흰살·붉은살 생선의 감칠맛을 덮지 않도록 피트 없는 경량 몰트가 정답. 클라이넬리시의 해풍·왁시한 질감이 회의 바다향과 동조하고, 대안 글렌리벳은 사과·꽃향으로 입을 가볍게 정리한다(담백함 보존).",,https://map.naver.com/p/search/%EC%95%84%EC%B9%B4%EC%82%AC%EC%B9%B4%EC%9D%BC%EC%8B%9D%20%EA%B0%95%EB%82%A8%EC%97%AD%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260518054729601_photo_f691666bb818.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,69,도원반점 강남역직영점,"중식, 짜장면",짜장·동파육·어향 (기름진 중식),중식(기름진 볶음),블렌디드(하이볼),버번,발렌타인 파이니스트,"25,000원~30,000원",하이볼,기름진 볶음·소스 중식에는 하이볼 탄산이 느끼함을 정리한다. 가벼운 블렌디드(발렌타인) 베이스가 음식의 풍미를 누르지 않는다(지방절단).,,https://map.naver.com/p/search/%EB%8F%84%EC%9B%90%EB%B0%98%EC%A0%90%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260422095927_photo1_f615d91231b9.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,70,근성순대,"막걸리, 순대",국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EA%B7%BC%EC%84%B1%EC%88%9C%EB%8C%80,https://d12zq4w4guyljn.cloudfront.net/300_300_20260115100442_photo1_97e616e38852.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,71,담미온 강남역점,"국밥, 족발",국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EB%8B%B4%EB%AF%B8%EC%98%A8%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20260414010602_photo1_4642fe22dddc.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,72,어메이징타이,"쌀국수, 팟타이",쌀국수·팟타이 (허브·향신료),동남아(쌀국수·팟타이),하이랜드(균형/시트러스),블렌디드(하이볼),글렌모렌지 12년,"69,800원",하이볼,허브·라임·약한 매운맛의 동남아 면요리에는 글렌모렌지의 시트러스·과일향이 산뜻하게 맞고 하이볼이 가볍게 받쳐준다(향 동조).,,https://map.naver.com/p/search/%EC%96%B4%EB%A9%94%EC%9D%B4%EC%A7%95%ED%83%80%EC%9D%B4,https://d12zq4w4guyljn.cloudfront.net/300_300_20250427082239_photo1_6189ecfec22c.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,73,도정육관 강남본점,"고깃집, 솥밥",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EB%8F%84%EC%A0%95%EC%9C%A1%EA%B4%80%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251226124056_photo1_de852125a1e1.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,74,타닥타닥솥밥,솥밥,한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%83%80%EB%8B%A5%ED%83%80%EB%8B%A5%EC%86%A5%EB%B0%A5,https://d12zq4w4guyljn.cloudfront.net/300_300_20260118110858_photo1_24832af6ae36.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,75,투뿔등심,"한우, 숙성등심",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%88%AC%EB%BF%94%EB%93%B1%EC%8B%AC,https://d12zq4w4guyljn.cloudfront.net/300_300_20251129115321216_photo_69cf0e26fd34.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
